title,genres,release_year,overview,imdb_id,budget,revenue,vote_average,vote_count,release_decade
Troublemakers: The Story of Land Art,Documentary,2015,"The titular troublemakers are the New York–based Land (aka Earth) artists of the 1960s and 70s, who walked away from the reproducible and the commodifiable, migrated to the American Southwest, worked with earth and light and seemingly limitless space, and rethought the question of scale and the relationships between artist, landscape, and viewer. Director James Crump has meticulously constructed Troublemakers from interviews (with Germano Celant, Virginia Dwan, and others), photos and footage of Walter De Maria, Michael Heizer, Robert Smithson, Nancy Holt, and Charles Ross among others at work on their astonishing creations.",tt4096620,0,0.0,5.0,1.0,2010-2019
Survivor,Thriller,2015,"A Foreign Service Officer in London tries to prevent a terrorist attack set to hit New York, but is forced to go on the run when she is framed for crimes she did not commit.",tt3247714,20000000,0.0,5.4,407.0,2010-2019
Lisa Lampanelli: Back to the Drawing Board,Comedy,2015,"Brash, bold and never afraid to go blue, comedian Lisa Lampanelli offers a raucous and raunchy performance in her first stand-up special for EPIX. Taped at the Music Hall in Tarrytown, New York, the set includes Lampanelli’s signature brand of insult comedy as well as her personal experiences with weight loss and divorce.",tt4566712,0,0.0,6.5,1.0,2010-2019
Hungry Hearts,Drama,2015,The relationship of a couple who meet by chance in New York City is put to the test when they encounter a life or death circumstance.,tt3344922,0,6921.0,6.6,50.0,2010-2019
The Jinx: The Life and Deaths of Robert Durst,Documentary,2015,"Robert Durst, scion of one of New York’s billionaire real estate families, has been accused of three murders but never convicted. Brilliant, reclusive, and the subject of relentless media scrutiny, he’s never spoken publicly—until now. During interviews with Andrew Jarecki, he reveals secrets of the case that baffled authorities for 30 years. In 2010, Jarecki made the narrative film All Good Things based on the infamous story of Robert Durst. After Durst saw the film, he contacted Jarecki wanting to tell his story. What began as a feature documentary ultimately became a six-part series as more and more of his incredible story was revealed.",tt4299972,0,0.0,8.6,85.0,2010-2019
Lily & Kat,"Drama, Comedy",2015,"Set in New York City, the film follows a naive fashion school graduate named Lily who finds her world turned upside down when her reckless best friend Kat announces she’s moving away to London in a matter of days. At a Lower East Side art opening the next night, they meet the enigmatic rising artist Henri, who Lily quickly takes a liking for. With less than seven days left and a new attractor between them, Lily and Kat will find their “unbreakable” friendship put to the test.",tt2523756,0,0.0,4.4,6.0,2010-2019
Streit's: Matzo and the American Dream,"History, Documentary, Family",2015,"On New York's rapidly gentrifying Lower East Side sits the Streit's Matzo factory. When its doors opened in 1925, it sat at the heart of the nation's largest Jewish immigrant community.",tt4230010,0,0.0,0.0,0.0,2010-2019
Tracers,"Action, Crime, Drama",2015,"Wanted by the mafia, a New York City bike messenger escapes into the world of parkour after meeting a beautiful stranger.",tt2401097,11000000,593683.0,5.9,437.0,2010-2019
Sarah Colonna: I Can't Feel My Legs,Comedy,2015,"New York Times Best Seller and ""Chelsea Lately"" regular, Sarah Colonna, has some stories to tell and she doesn't care what you think. From how to get out of jury duty to online dating, Sarah does not disappoint in this new special.",tt4188950,0,0.0,0.0,0.0,2010-2019
Ten Thousand Saints,"Comedy, Drama, Music",2015,"A sweeping multigenerational story set against the backdrop of the raw, roaring New York City of the late 1980s; adoption, teen pregnancy, drugs, hardcore punk rock, the unbridled optimism and reckless stupidity of the young—and old—are all major elements in this heart-aching tale of the son of diehard hippies and his strange odyssey through the extremes of late 20th century youth culture.",tt3397754,0,0.0,6.0,63.0,2010-2019
Mistress America,Comedy,2015,"Tracy, a lonely college freshman in New York, is rescued from her solitude by her soon-to-be stepsister Brooke, an adventurous gal about town who entangles her in alluringly mad schemes. Mistress America is a comedy about dream-chasing, score-settling, makeshift families, and cat-stealing.",tt2872462,0,2500431.0,6.4,200.0,2010-2019
Brooklyn,"Drama, Romance",2015,"In 1950s Ireland and New York, young Ellis Lacey has to choose between two men and two countries.",tt2381111,11000000,62076141.0,7.2,1235.0,2010-2019
Craig Ferguson: Just Being Honest,Comedy,2015,"Comedian and Emmy-winning television host Craig Ferguson brings equal parts satire and silliness to the stage in his second comedy special for EPIX. Performing on stage at the historic Town Hall in New York City, Ferguson offers hilarious insights on religion, aging, and of course the big three: sex, drugs and rock &amp; roll—including his own delightfully surreal experiences with Mick Jagger and Kenny G.",tt4512444,0,0.0,6.5,4.0,2010-2019
Trevor Moore: High In Church,Comedy,2015,"Trevor Moore recorded his first solo one-hour special, High In Church, at The Gramercy Theatre in New York. Accompanied by a live band, dancing girls and music videos, Trevor performs an hour of brand-new sketches and songs spanning all musical genres.",tt4519914,0,0.0,7.5,2.0,2010-2019
Nate Bargatze: Full Time Magic,Comedy,2015,"Filmed at the Gramercy Theatre in New York, the hilarious and charming “Full Time Magic” is Nate Bargatze’s first one-hour special. It’s a good thing after wanting to quit comedy early on, he stayed with it simply because he didn’t know who to quit to.",tt4653606,0,0.0,8.0,2.0,2010-2019
Louis C.K.: Live at The Comedy Store,Comedy,2015,"This material was developed and prepared over the last year or so, mostly in comedy clubs. This special kind of goes back to when he used to just make noises and be funny for no particular reason. It felt right to him to shoot this special in a club to give it that live immediate intimate feeling. The show is about an hour long. The opening act, who is seen at the beginning (good place for an opening act) is Jay London. One of his favorite club comics going way back to the late 80s when he first started in working in New York.",tt4368814,0,0.0,7.4,58.0,2010-2019
Jim Breuer: Comic Frenzy,Comedy,2015,"Comedian Jim Breuer returns to EPIX for his second hour-long special, taped in front of a home crowd at the Paramount Theater in Long Island, New York. As he inches closer to 50, Breuer focuses his own absurd lens on the circle of life-from the hilarious indignities of getting older to the perils of parenting.",tt4693878,0,0.0,6.0,1.0,2010-2019
Little Angels,Documentary,2015,"In a portrait of his New York relatives, one of them a Holocaust survivor and the other her daughter, filmmaker Marco Niemeijer gradually unfolds the harrowing, smothering effects of the war trauma across generations.",tt5132170,0,0.0,0.0,0.0,2010-2019
Carol,"Romance, Drama",2015,"In 1950s New York, a department-store clerk who dreams of a better life falls for an older, married woman.",tt2402927,11800000,40272135.0,7.3,1014.0,2010-2019
Bridget Everett: Gynecological Wonder,Comedy,2015,A mix of cabaret and standup recorded at Joe's Pub in New York.,tt4851758,0,0.0,0.0,0.0,2010-2019
Pixels,"Action, Comedy, Science Fiction",2015,Video game experts are recruited by the military to fight 1980s-era video game characters who've attacked New York.,tt2120120,88000000,243637091.0,5.6,2564.0,2010-2019
Heaven Knows What,Drama,2015,"A young heroin addict roams the streets of New York to panhandle and get her next fix, while her unstable boyfriend drifts in and out of her life at random.",tt3687186,0,0.0,6.5,32.0,2010-2019
Curtain,"Horror, Mystery, Science Fiction",2015,"Danni moves into a New York apartment and starts sprucing the place up. She doesn’t know the previous tenant committed suicide in very strange circumstances. Nor does she know there’s a mysterious portal to another dimension in the bathroom that’s hungry for….  shower curtains!  But where does this unusual gateway hidden behind the white tiling lead? That’s what Danni and her ‘Whale Saver’ chugger workmate Tim decide to find out. It’s an investigation into a unique phenomenon full of surprise and unimaginable horror as they both enter The Yonder in a stunningly directed, creatively devised and quirky oddball gem.",tt3118442,0,0.0,5.4,8.0,2010-2019
The Emperor's New Clothes,Documentary,2015,"Michael Winterbottom, celebrated director of 24 Hour Party People, The Road to Guantanamo, and The Trip, joins forces with actor, comedian, and provocateur Russell Brand for that most unlikely of documentary approaches: an uproarious critique of the world financial crisis. Building on Brand’s emergence as an activist following his 2014 book Revolution, where he railed against “corporate tyranny, ecological irresponsibility, and economic inequality,” The Emperor’s New Clothes pairs archival footage with comedic send-ups conducted in the financial centers of London and New York. Brand spotlights not only how the crisis affected the working class around the world, but also how the uber-wealthy benefited from the downturn. With Winterbottom providing his signature ingenuity and pinpoint directorial control, they generate a riveting, boisterous, and, at times, cathartic riff on the extreme disparities between the haves and have nots in contemporary society.",tt4323536,0,0.0,6.2,12.0,2010-2019
